name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"HR 8799 d";"Confirmed";8.3;1.2;"Jupiter";41054.0;27.0;"HR 8799";39.4;;1.5;;5.96;5.3830000;5.2400000;1.15;;;;"11/30/24";"G-B: High resolution IR";1303.2627;"{"CH4":"Detection","CO2":"Detection","H2C2":"Detection","NH3":"Upper limit"}";0;"No";
"HR 8799 e";"Confirmed";9.6;1.17;"Hot Jupiter";18000.0;16.4;"HR 8799";39.4;7400.00;1.5;1150.0;5.96;5.3830000;5.2400000;1.15;36.3412;204.8766;;"11/30/24";"G-B:Low resolution IR";2404.03776;"{"Molecular ratios: C\/O, etc...":"Detection","Cloudy":"Detection","HCN":"Detection"}";;"No";
"HR 8799 e";"Confirmed";9.6;1.17;"Hot Jupiter";18000.0;16.4;"HR 8799";39.4;7400.00;1.5;1150.0;5.96;5.3830000;5.2400000;1.15;36.3412;204.8766;;"11/30/24";"G-B: High resolution IR";2107.06949;"{"CO":"Detection","H2O":"Detection"}";0;"No";
"HR 8799 e";"Confirmed";9.6;1.17;"Hot Jupiter";18000.0;16.4;"HR 8799";39.4;7400.00;1.5;1150.0;5.96;5.3830000;5.2400000;1.15;36.3412;204.8766;;"11/30/24";"G-B: High resolution IR";1303.2627;"{"H2C2":"Detection","CO":"No detection","CH4":"Detection","NH3":"No detection"}";0;"No";
"K2-100 b";"Confirmed";0.06859;0.32;"Hot";1.673833;0.0296;"K2-100";190.04;6168.0;1.22;1748.0;10.6510000;9.463;9.1820000;1.28;40.6557;9.6567;"K2-100 b, 2MASS J08382429+2006217 b, EPIC 211990866 b, EPIC 211990866.01, TYC 1398-142-1 b, WISE J083824.27+200621.7 b";"2/5/21";"G-B: High resolution IR";"2020MNRAS.495..650G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 5.7 mA at 99% confidence."
"K2-100 b";"Confirmed";0.06859;0.32;"Hot";1.673833;0.0296;"K2-100";190.04;6168.0;1.22;1748.0;10.6510000;9.463;9.1820000;1.28;40.6557;9.6567;"K2-100 b, 2MASS J08382429+2006217 b, EPIC 211990866 b, EPIC 211990866.01, TYC 1398-142-1 b, WISE J083824.27+200621.7 b";"2/5/21";"G-B: High resolution visible";2404.16732;"{"H":"Upper limit"}";;"No";
"K2-100 b";"Confirmed";0.06859;0.32;"Hot";1.673833;0.0296;"K2-100";190.04;6168.0;1.22;1748.0;10.6510000;9.463;9.1820000;1.28;40.6557;9.6567;"K2-100 b, 2MASS J08382429+2006217 b, EPIC 211990866 b, EPIC 211990866.01, TYC 1398-142-1 b, WISE J083824.27+200621.7 b";"2/5/21";"G-B: High resolution IR";2404.16732;"{"He":"Upper limit"}";;"No";
"K2-100 b";"Confirmed";0.06859;0.32;"Hot";1.673833;0.0296;"K2-100";190.04;6168.0;1.22;1748.0;10.6510000;9.463;9.1820000;1.28;40.6557;9.6567;"K2-100 b, 2MASS J08382429+2006217 b, EPIC 211990866 b, EPIC 211990866.01, TYC 1398-142-1 b, WISE J083824.27+200621.7 b";"2/5/21";"G-B:Low resolution IR";2405.17294;"{"He":"Upper limit"}";;"No";"New He I upper limit with NIRSPEC/Keck of 0.56% / 4.44 mA"
"K2-105 b";"Confirmed";0.094;0.301;"Hot";8.267704;0.0796;"K2-105";199.28;5464.0;0.91;814.0;12.0;10.541;10.0910000;1.28;12.5783;2.652;"2MASS J08214087+1329512 b, EPIC 211525389 b, EPIC 211525389.01, TYC 807-1019-1 b, WISE J082140.87+132951.1 b";"2/5/21";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 2.33%"
"K2-136 Ac";"Confirmed";0.035820693119399;0.26;"Warm";17.307137;;"K2-136 A";59.2474;4500.0;0.677;425.0;11.2;9.096;8.368;1.28;39.0398;1.2617;"EPIC 247589423 c, LP 358-348 c, TOI-5087 c, 2MASS J04293897+2252579 A c, 2MASS J04293897+2252579 c, EPIC 247589423 A c, K2-136 A c, LP 358-348 A c, WISE J042939.05+225257.4 A c, WISE J042939.05+225257.4 c";"7/28/24";"G-B: High resolution IR";"2021RNAAS...5..238G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 25mA at 99% confidence"
"K2-139 b";"Confirmed";0.381;0.813;"Warm Jupiter";28.380619;0.1796;"K2-139";154.6;5370.0;0.88;524.0;11.7;10.177;9.6600000;1.15;44.7209;7.2042;"2MASS J19161596-1754384 b, EPIC 218916923 b, EPIC 218916923.01, TYC 6300-2008-1 b, WISE J191615.99-175438.5 b";"2/5/21";"G-B: High resolution visible";2406.08558;"{"H2O":"Upper limit"}";;"No";"One transit with ESPRESSO"
"K2-141 b";"Confirmed";0.01598;0.135;"UltraHot";0.2803244;0.007470;"K2-141";61.0;4599.0;0.681;2039.0;11.5;9.0860000;8.4010000;1.26;57.4405;14.1984;"EPIC 246393474 b, 2MASS J23233996-0111215 b, TYC 5244-714-1 b, WISE J232340.05-011121.1 b";"2/5/21";"Spitzer";2203.00370;"[]";0;"Yes";"Spitzer photometry. Evidence for non-zero geometric albedo."
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"JWST-NIRSpec";2501.18477;"{"CH4":"Detection","CO2":"Upper limit"}";;"No";"No DMS evidences"
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"HST WFC3";"2019NatAs...3.1086T";"{"H2O":"Detection"}";0;"No";
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"HST WFC3";"2019ApJ...887L..14B";"{"H2O":"Detection"}";0;"No";
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"HST WFC3";2011.10424;"{"CH4":"Detection"}";0;"No";"Modelling paper arguing for CH4 instead of H2O detection"
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"G-B: High resolution IR";2403.18891;"{"CH4":"Upper limit","NH3":"Upper limit"}";;"No";"One transit with IGRINS. Marginal detection of CH4 (2.2σ)"
"K2-18 b";"Confirmed";0.02807;0.211;"Temperate";32.939623;0.1429;"K2-18";38.07;3457.0;0.41;284.0;13.5;9.763;8.8990000;1.26;35.1258;0.3181;"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b";"9/11/24";"JWST-NIRISS";2309.05566;"{"CH4":"Detection","CO2":"Detection","NH3":"No detection"}";;"No";"Suggest potential signs of DMS"
"K2-25 b";"Confirmed";0.0771;0.306;"Temperate";3.484552;0.028700;"K2-25";45.01;3180.0;0.29;345.7;15.88;11.303;10.4440000;1.28;47.4377;2.2024;"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b";"2/5/21";"HST STIS";2109.04376;"{"H":"Upper limit"}";0;"No";
"K2-25 b";"Confirmed";0.0771;0.306;"Temperate";3.484552;0.028700;"K2-25";45.01;3180.0;0.29;345.7;15.88;11.303;10.4440000;1.28;47.4377;2.2024;"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b";"2/5/21";"G-B: High resolution IR";"2020MNRAS.498L.119G";"{"He":"Upper limit"}";;"No";"He upper limit equivalent width of 17mA at 99% confidence"
"K2-25 b";"Confirmed";0.0771;0.306;"Temperate";3.484552;0.028700;"K2-25";45.01;3180.0;0.29;345.7;15.88;11.303;10.4440000;1.28;47.4377;2.2024;"EPIC 210490365 b, 2MASS J04130560+1514520 b, EPIC 210490365.01, WISE J041305.70+151451.7 b";"2/5/21";"G-B: High resolution IR";2406.09225;"{"He":"Upper limit"}";;"No";
"K2-33 b";"Confirmed";3.7;0.45;"Hot";5.424865;0.0409;"K2-33";139.8;3540.0;1.05;864.90759857417;16.0;11.095;10.0260000;1.15;0.5932;9.0613;"EPIC 205117205 b, 2MASS J16101473-1919095 b, EPIC 205117205.01, WISE J161014.73-191909.6 b";"2/5/21";"G-B:Low resolution IR";2211.07728;"{"Cloudy":"Detection"}";;"No";"Slope in the low-res spectra from transits from several facilites (K2,Mearth,HST,Spitzer). Tholin hazes + spots."
"K2-33 b";"Confirmed";3.7;0.45;"Hot";5.424865;0.0409;"K2-33";139.8;3540.0;1.05;864.90759857417;16.0;11.095;10.0260000;1.15;0.5932;9.0613;"EPIC 205117205 b, 2MASS J16101473-1919095 b, EPIC 205117205.01, WISE J161014.73-191909.6 b";"2/5/21";"G-B: High resolution IR";2404.07262;"{"He":"Upper limit"}";;"No";
"K2-77 b";"Confirmed";1.9;0.205;"Hot";8.199796;0.075300;"K2-77";142.31;4970.0;0.76;8.06000000000e+02;12.158;10.384;9.7990000;1.26;0.2953;2.2058;"EPIC 210363145 b, EPIC 210363145.01";"6/8/22";"G-B: High resolution visible";2404.16732;"{"H":"Upper limit"}";;"No";
"K2-77 b";"Confirmed";1.9;0.205;"Hot";8.199796;0.075300;"K2-77";142.31;4970.0;0.76;8.06000000000e+02;12.158;10.384;9.7990000;1.26;0.2953;2.2058;"EPIC 210363145 b, EPIC 210363145.01";"6/8/22";"G-B: High resolution IR";2404.16732;"{"He":"Upper limit"}";;"No";
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2106.02610;"[]";0;"Yes";"Detections of secondary eclipse (D=388+/-66 ppm) and atmospheric phase curve. Stellar ellipsoidal distortion measured."
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";"2020AJ....160..211B";"[]";0.5;"Yes";
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2302.04535;"[]";0;"Yes";"Temporal albedo variability in the phase curve"
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"Spitzer";2408.13308;"[]";;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um. Negative albedo"
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"TESS";2209.03890;"[]";0;"No";"TESS+CHEOPs+Spitzer, Albedo discrepancies"
"KELT-1 b";"Confirmed";27.23;1.15;"UltraHot Jupiter";1.217514;0.02472;"KELT-1";263.0;6516.0;1.471;2423.0;10.7;9.6820000;9.4370000;1.15;3.6811;116.276;;"8/15/18";"HST WFC3";2204.11729;"{"FeH":"Detection","CH4":"Detection"}";;"No";
"KELT-10 b";"Confirmed";0.679;1.399;"Hot Jupiter";4.166285;0.0525;"KELT-10";183.0;5948.0;1.209;1377.0;10.8;9.6930000;9.3380000;1.15;222.4655;122.5955;;"12/17/18";"G-B: High resolution visible";2303.05857;"{"Na":"Upper limit","H":"Upper limit"}";;"No";
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"G-B: High resolution visible";"2019AJ....158..120Z";"{"Na":"Upper limit"}";0;"No";"The upper limit for a sodium (Na D lines) detection is therefore 0.06 %. Using transit observations with HARPS."
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"HST WFC3";2010.01310;"{"H2O":"Detection"}";0;"No";"Spectral retrieval confirms the presence of water vapour. Features at 1.5 µm could come from CO, CO2 or HCN."
"KELT-11 b";"Confirmed";0.195;1.3;"Hot Jupiter";4.736529;0.06229;"KELT-11";98.0;5370.0;2.72;1712.0;8.0;6.6160000;6.1220000;1.15;629.7373;149.4223;;"9/2/22";"G-B: High resolution visible";2209.00597;"{"Na":"Detection"}";;"No";
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"4/17/23";"TESS";2106.02610;"[]";0;"Yes";"Secondary eclipse (410+/-130 ppm) and planetary phase curve modulation detected."
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"4/17/23";"Spitzer";2408.13308;"[]";;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um. Negative albedo"
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"4/17/23";"G-B: Low resolution visible";2105.00889;"[]";0;"Yes";
"KELT-16 b";"Confirmed";2.75;1.415;"UltraHot Jupiter";0.9689951;0.02044;"KELT-16";365.0;6236.0;1.36;2.45300000000e+03;11.9;10.9280000;10.6420000;1.15;45.3059;126.5685;"TYC 2688-1839-1 b, 2MASS J20570443+3139397 b";"4/17/23";"TESS";2105.00889;"[]";0;"Yes";
"KELT-2 A b";"Confirmed";1.486;1.306;"Hot Jupiter";4.1137914;0.05498;"KELT-2 A";128.9;6148.0;1.842;1715.9702692513;8.7;7.6690000;7.3460000;1.15;112.7559;160.197;;"6/8/17";"G-B: High resolution IR";"2018AJ....156..133P";"{"Molecular ratios: C\/O, etc...":"Detection","H2O":"Detection"}";;"No";
"KELT-23 Ab";"Confirmed";0.937;1.29;"Hot Jupiter";2.25528756;0.03523;"KELT-23 A";125.42;5899.0;0.996;1513.0;10.4;9.2;;1.15;256.7721;;"TOI-1165.01";"8/2/24";"G-B: High resolution IR";2502.05056;"{"H2O":"Detection"}";;"No";
"KELT-3 b";"Confirmed";1.418;1.333;"Hot Jupiter";2.7033902;0.04117;"KELT-3";178.0;6304.0;1.482;1823.825685968;9.8;8.9630000;8.6620000;1.15;113.6839;150.3494;;"12/17/18";"G-B: High resolution visible";1612.05945;"{"H":"No detection"}";;"No";"Non detection of Halpha"
"KELT-7 b";"Confirmed";1.24;1.293;"UltraHot Jupiter";2.734784;0.0446;"KELT-7";129.0;6789.0;1.732;2048.0;8.54;7.7390000;7.5430000;1.15;171.3981;189.8241;;"9/16/22";"G-B: High resolution visible";2206.11548;"{"Ca+":"Upper limit","Na":"Upper limit","H":"Upper limit","Li":"Upper limit","Mg":"Upper limit"}";0;"No";"Tabernero et al. (2022b) accepted for publication in MNRAS. Transmission spectroscopy perfomed with HORuS@GTC."
"KELT-7 b";"Confirmed";1.24;1.293;"UltraHot Jupiter";2.734784;0.0446;"KELT-7";129.0;6789.0;1.732;2048.0;8.54;7.7390000;7.5430000;1.15;171.3981;189.8241;;"9/16/22";"HST WFC3";2204.11729;"{"H2O":"Detection","H-":"Detection"}";;"No";
"KELT-7 b";"Confirmed";1.24;1.293;"UltraHot Jupiter";2.734784;0.0446;"KELT-7";129.0;6789.0;1.732;2048.0;8.54;7.7390000;7.5430000;1.15;171.3981;189.8241;;"9/16/22";"G-B: High resolution visible";2412.04330;"{"Na":"Upper limit"}";;"No";
"KELT-8 b";"Confirmed";0.874;1.86;"Hot Jupiter";3.24406;0.04571;"KELT-8";236.0;5754.0;1.67;1675.0;10.83;9.5860000;9.1770000;1.15;272.024;176.844;;"12/17/18";"G-B: High resolution IR";2502.05056;"{"H2O":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2209.11735;"{"Fe":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"HST WFC3";2211.10297;"{"H-":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2108.08389;"{"Fe":"Detection","TiO":"Upper limit"}";0;"No";"Fe detected in emission"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";1812.03119;"{"He":"Upper limit"}";;"No";"He analysis in the appendix"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2301.10406;"{"Fe":"Detection","Fe+":"Detection","Mg":"Detection","H":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2112.12059;"{"O":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2304.03248;"{"Si":"Detection","Mg+":"Detection","Ca":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2304.04285;"{"H":"Detection","Na":"Detection","Mg":"Detection","Ca+":"Detection","Sc+":"Detection","Ti+":"Detection","Cr+":"Detection","Fe":"Detection","Fe+":"Detection","Ca":"Detection","Cr":"Detection","Ni":"Detection","Sr+":"Detection","Tb+":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2201.08759;"{"Fe+":"Detection"}";0;"No";"Detected in Emission + temp inversion"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2019A&A...627A.165H";"{"Na":"Detection","Cr+":"Detection","Sc+":"Detection","Y+":"Detection","Mg":"Detection","Fe":"Detection","Fe+":"Detection","Ti+":"Detection"}";0;"No";"Alternative name KELT-9b.Evidences of Ca i, Cr i, Co i, and Sr ii using transit observations with HARPS-N."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2203.04969;"{"Fe+":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";1911.00380;"{"Ca+":"Detection"}";0;"No";"Using transit observations with CARMENES and HARPS-N"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2201.04154;"{"Fe+":"Detection"}";0;"No";"We measure ∼10 km s−1 day-to-nightside winds traced by Fe II features in the planet's atmosphere"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2020A&A...638A..87W";"{"H":"Detection"}";0;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2018Natur.560..453H";"{"Fe":"Detection","Fe+":"Detection","Ti+":"Detection"}";0;"No";"Detection of iron (Fe and Fe+) and Ti+ via the cross-correlation technique using HARPS-N transit observations"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";"2018NatAs...2..714Y";"{"H":"Detection"}";0;"No";"Detection of Hα with transmission spectroscopy"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2308.05149;"{"Ti+":"Detection","Fe":"Detection","Fe+":"Detection","Na":"Detection","Mg":"Detection","Na+":"Detection","Sc+":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"Spitzer";2408.13308;"[]";0.2;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution IR";2209.01854;"{"H":"Detection"}";;"No";"Paschen β line absorption detection"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2409.01779;"{"H":"Detection","Na":"Detection","Ca":"Detection","Ca+":"Detection","Fe":"Detection","Fe+":"Detection","Mg":"Detection","Ti":"Detection","Sc":"Detection","Cr":"Detection"}";;"No";"Detection of individual lines of several species. Study of the wind structure."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: Low resolution visible";2408.15698;"{"TiO":"Upper limit","VO":"Upper limit"}";;"No";"Low abundances of TiO and VO on the Dayside"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"HST WFC3";2204.11729;"{"TiO":"Detection","VO":"Detection","FeH":"Detection","H-":"Detection"}";;"No";
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2410.11731;"{"Fe+":"Detection"}";;"No";"Strong planetary winds detection"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirmed the previously reported detections of Na using HARPS-N."
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"Spitzer";"2020ApJ...888L..15M";"[]";0;"Yes";"Spitzer 4.5 micron phase curve showing evidence for H2 dissociation/recombination"
"KELT-9 b";"Confirmed";2.88;1.84;"UltraHot Jupiter";1.4811235;0.03368;"HD 195689";204.4550000;10170.0;2.36;3921.0;7.56;7.4580000;7.4820000;1.15;249.5927;324.6482;"HD 195689 b";"7/11/22";"G-B: High resolution visible";2412.04330;"{"Na":"Detection"}";;"No";"Study of the detection of Na through several transits."
