,P_NAME,P_RADIUS,P_TEMP_EQUIL,P_ESCAPE,P_ECCENTRICITY,S_DISTANCE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_ESI,S_TEMPERATURE,S_AGE,P_GRAVITY,P_DENSITY
3263,Kepler-218 c,3.14,514.19029,1.7845765,0,656.38,1.0209395,0.77069351,1.8303066,0.27445553,5502,6.3,1.0142399,0.32300635
3264,Kepler-219 b,2.95,1206.875,1.7476376,0,787.07,1.6368165,0.95966966,2.2604726,0.21393304,5786,4,1.0353347,0.35096091
3265,Kepler-198 d,1.53,1581.0004,1.3909136,0,495.358,0.77803655,0.66757812,1.5790151,0.27847662,5636,3.72,1.2644709,0.82645159
3266,EPIC 220674823 b,1.725,2065.7509,2.1816096,0,244.59,0.76032628,0.66394725,1.5753256,0.26861068,5532,7.5,2.7590842,1.5994691
3267,Kepler-1637 b,0.89,1057.369,0.8479983,0,567.187,1.0543869,0.7700933,1.8137876,0.29643695,5789,4.17,0.80797879,0.90784134
3268,Kepler-1616 b,1.02,1333.2371,1.0097563,0,1137.81,4.3451022,1.5186199,3.5388298,0.29474085,6266,2.75,0.99961553,0.98001523
3269,Kepler-223 b,2.99,1146.6303,1.5731867,0.078,1859.71,2.3496328,1.1486218,2.7043349,0.21288656,5803,7.2,0.82773123,0.27683319
3270,Kepler-223 c,3.44,1040.609,1.2176034,0.15,1859.71,2.3496328,1.1486218,2.7043349,0.19750968,5803,7.2,0.4309762,0.12528378
3271,K2-316 b,1.33,732.72505,1.3235859,,112.486,0.014791084,0.099548813,0.25914508,0.30599274,3436,,1.3172028,0.99037803
3272,K2-322 b,1.92,574.72023,1.5051993,,123.415,0.091411324,0.24440978,0.61431824,0.30857541,4141,,1.180013,0.61459012
3273,Kepler-1624 b,5.7,657.77268,2.2004784,0,258.979,0.047533523,0.17799561,0.45879195,0.16154144,3636,4.47,0.84949215,0.14903371
3274,Kepler-17 b,14.68,1593.5391,7.2829632,0.011,720.753,1.0280163,0.76076828,1.7922037,0.062301062,5781,1.8,3.6131848,0.24612976
3275,HD 184010 d,14.3,349.70279,3.1625295,0,60.7993,13.091819,2.8379601,6.8694639,0.26860006,4971,2.76,0.6994121,0.048909937
3276,Kepler-1643 b,2.32,842.46613,1.6068281,0,341.774,0.33728731,0.45668313,1.1079025,0.24993616,4916,0.046,1.1128864,0.47969243
3277,KOI-7368 b,2.22,815.61436,1.5825626,0,264.995,0.4830588,0.53781744,1.2885129,0.25629262,5241,0.036,1.1281552,0.50817801
3278,KOI-7913 b,2.34,429.06098,1.6119214,0,271.277,0.17060824,0.33220826,0.82760319,0.38043344,4324,0.036,1.1103806,0.47452162
3279,Kepler-1645 b,1.78,862.27967,1.4649462,0,1202.47,2.1677041,1.1026592,2.5955108,0.27587571,5812,4.17,1.2056559,0.67733475
3280,HIP 81208 C b,12.3,,19.555758,,147.533,,,,,,0.017,31.091681,2.5277789
3281,EPIC 229004835 b,2.332,734.44336,2.1117981,0.23,121.971,1.0715193,0.77262676,1.8160635,0.25645062,5868,4.9,1.912389,0.82006391
3282,K2-110 b,2.592,574.69822,2.4767437,0.13,116.474,0.27101916,0.40756918,0.98501344,0.27372093,5010,8,2.3666124,0.9130449
3283,Kepler-202 c,1.85,524.88056,1.4850607,0,285.111,0.23014418,0.38124804,0.93476056,0.3330147,4668,3.24,1.192111,0.64438434
3284,Kepler-264 b,3.33,759.01444,1.8257419,0,942.173,4.8865236,1.6210368,3.7853838,0.21257716,6158,2.57,1.001001,0.3006009
3285,Kepler-166 d,1.73,1301.3142,1.4505331,0,603.53,0.41209752,0.4938372,1.1786479,0.27005288,5350,4.47,1.2162117,0.70301254
3286,Kepler-213 b,1.62,1407.5002,1.4185717,0,634.939,1.2078138,0.82882037,1.9570483,0.27483927,5696,1.62,1.2421887,0.76678314
3287,Kepler-278 c,3.59,659.64727,1.8734325,0.51,443.03,4.1686938,1.5999095,3.869583,0.20957678,4991,7.76,0.97764605,0.2723248
3288,Kepler-280 b,1.45,1372.5391,1.3645765,0,780.361,0.86297855,0.69858079,1.6473387,0.28271317,5744,4.27,1.2841855,0.88564517
3289,Kepler-264 c,2.83,503.43278,1.7228459,0,942.173,4.8865236,1.6210368,3.7853838,0.29383474,6158,2.57,1.0488332,0.37061243
3290,Kepler-231 b,1.73,515.80298,4.5235415,0,316.618,0.092044957,0.24718422,0.63297113,0.34444435,3767,3.47,11.827993,6.8369901
3291,Kepler-233 c,2.71,393.69397,1.6965343,0,856.417,0.46989411,0.52704193,1.2574715,0.40635359,5360,0.6,1.062077,0.39191035
3292,Kepler-223 e,4.6,826.69929,1.0215078,0.051,1859.71,2.3496328,1.1486218,2.7043349,0.16996651,5803,7.2,0.2268431,0.049313717
3293,Kepler-168 b,1.46,1325.1215,1.3674293,0,1343.6,2.2961486,1.1028849,2.5692911,0.28253301,6282,2.29,1.2807281,0.87721102
3294,Kepler-233 b,2.43,760.07132,1.6329932,0,856.417,0.46989411,0.52704193,1.2574715,0.25013581,5360,0.6,1.0973937,0.45160234
3295,Kepler-235 d,2.05,386.74062,1.5397181,0,428.018,0.079067863,0.22661457,0.56642782,0.45906569,4255,6,1.1564545,0.56412414
3296,Kepler-171 b,2.34,1088.5909,1.6119214,0,863.855,0.83368118,0.69079413,1.6336435,0.24203031,5642,3.47,1.1103806,0.47452162
3297,Kepler-185 c,2.02,511.20172,1.5318403,0,466.735,0.31332857,0.4338985,1.0407821,0.3309561,5208,11.9,1.1616508,0.57507466
3298,Kepler-1654 b,9.18,187.67703,4.1606492,0.26,568.117,1.2302688,0.84138623,1.9924031,0.32080459,5597,5,1.8857301,0.20541722
3299,Kepler-173 b,1.29,1213.3304,1.3088844,0,833.165,1.1857687,0.80474341,1.8842789,0.28996656,6031,3.3,1.3280452,1.0294924
3300,Kepler-194 c,2.59,721.463,1.6696241,0,1097.97,1.1040786,0.77378369,1.8094993,0.24638433,6089,2.5,1.0763107,0.41556399
3301,Kepler-1661 b,3.87,238.26464,2.0958924,0.057,410.607,0.3069022,0.43180366,1.0399373,0.57300033,5100,2,1.1350814,0.29330268
3302,GJ 887 c,2.67,322.11362,1.6871402,,3.29,0.036812897,0.15652104,0.40239447,0.55357397,3688,2.88,1.0660831,0.39928207
3303,Kepler-238 e,5.6,801.3227,5.504868,0,1798.75,2.6915348,1.234606,2.9123041,0.14978382,5732,6.76,5.411352,0.96631286
3304,Kepler-175 b,2.56,879.03276,1.6630168,0,1312.34,1.5631476,0.92210916,2.15752,0.23704435,6064,3.39,1.0803223,0.42200089
3305,Kepler-175 c,3.1,617.17725,1.7780018,0,1312.34,1.5631476,0.92210916,2.15752,0.24082148,6064,3.39,1.0197711,0.32895841
3306,Kepler-176 b,1.43,838.27345,1.3561566,0,527.321,0.3944573,0.48622942,1.1652941,0.29368041,5232,13.7,1.2861265,0.89938913
3307,Kepler-222 d,3.69,494.2691,1.8913582,0,758.854,0.45919801,0.51889737,1.2350422,0.26422929,5433,0.7,0.96944059,0.26272103
3308,Kepler-24 c,2.8,811.79576,13.476169,0,1156.81,1.1587774,0.80678087,1.8996478,0.22982718,5800,7.7,64.859694,23.164176
3309,Kepler-241 b,2.33,585.84912,1.6100542,0,512,0.24717241,0.3946128,0.96620348,0.28368063,4699,13.9,1.1125642,0.47749538
3310,Kepler-180 b,1.5,715.13241,1.380821,0,695.65,0.73790423,0.64647887,1.5250166,0.30085021,5731,9.7,1.2711111,0.84740741
3311,Kepler-182 b,2.58,1002.2224,1.6682163,0,1549.09,2.2080047,1.0835993,2.5258556,0.23246351,6250,3.09,1.0786611,0.41808571
3312,Kepler-251 b,1.33,1002.217,1.3235859,0,924.625,0.67297666,0.62486129,1.4828626,0.29165622,5526,3.63,1.3172028,0.99037803
3313,Kepler-189 b,1.21,663.52665,1.2596733,0,591.534,0.35645113,0.4621389,1.1074394,0.31963816,5235,0.7,1.3113858,1.0837899
3314,Kepler-192 c,2.79,623.09473,1.7143711,0,651.674,0.80537844,0.68541188,1.6289553,0.25256908,5479,0.5,1.0534294,0.37757327
3315,Kepler-192 d,1.02,933.70886,1.0097563,0,651.674,0.80537844,0.68509967,1.6278004,0.30065053,5487,6.76,0.99961553,0.98001523
3316,Kepler-193 c,2.75,504.5645,1.7056057,0,1009.1,1.2589254,0.81404501,1.8946176,0.2969245,6335,0.3,1.0578512,0.38467318
3317,Kepler-1582 b,1.49,362.24814,1.3781614,0,78.8906,0.0040831939,0.052431814,0.13800386,0.54879252,3208,7.76,1.2747174,0.855515
3318,Kepler-1583 b,0.6,864.74935,0.50990195,0,403.933,0.95940063,0.74092091,1.7520353,0.28138132,5645,4.27,0.43333333,0.72222222
3319,Kepler-1597 b,1.06,1582.6532,1.0639904,0,1221.05,2.7164393,1.192781,2.7741013,0.29354155,6377,2.4,1.0679957,1.0075431
3320,Kepler-1633 b,1.58,593.55895,1.4052343,0,1114.91,4.4258837,1.5335971,3.574394,0.32044485,6256,2.82,1.2497997,0.79101248
3321,Kepler-1634 b,3.19,213.17617,1.7968974,0,617.339,0.54325033,0.56308647,1.3384487,0.55835887,5474,4.47,1.0121756,0.31729642
3322,Kepler-1635 b,3.64,205.15076,1.8825398,0,1069.45,0.52480746,0.55738496,1.3304541,0.50500049,5347,4.9,0.9736143,0.26747646
3323,Kepler-201 c,2.85,411.17093,1.7269789,0,636.445,2.2284351,1.1009201,2.57584,0.37422124,6065,2.19,1.0464758,0.3671845
3324,Kepler-202 b,1.63,831.75123,1.4207058,0,285.111,0.23014418,0.38124804,0.93476056,0.28487864,4668,3.24,1.2382852,0.75968418
3325,Kepler-204 b,2.53,757.71656,1.6562255,0,686.723,1.0715193,0.77524914,1.8248318,0.24566606,5812,3.3,1.0842225,0.42854646
3326,Kepler-207 b,1.57,2034.2331,1.4029087,0,875.519,3.4197944,1.3759337,3.2300089,0.27604989,5920,4.17,1.2536006,0.79847169
3327,Kepler-287 c,3.26,475.47989,1.8116867,0,835.86,0.73451387,0.64209382,1.5116383,0.29283955,5806,7.6,1.0068125,0.30883818
3328,Kepler-289 d,2.68,459.29608,1.2216944,,704.438,1.1508004,0.79477545,1.8626655,0.33197704,5990,0.65,0.55691691,0.20780482
3329,Kepler-29 b,2.55,708.25876,1.4002801,0,832.532,0.5046613,0.54564952,1.3010785,0.24970624,5378,0.3,0.76893502,0.30154315
3330,Kepler-225 b,1.2,606.74429,1.2483322,0,561.101,0.10092529,0.25918664,0.66653363,0.33241,3682,2.88,1.2986111,1.0821759
3331,Kepler-1521 b,2.5,381.40527,1.6492423,0,206.983,0.26977394,0.40600322,0.97999419,0.43876294,5042,4.47,1.088,0.4352
3332,Kepler-1535 b,2.55,383.73097,1.6615608,0,897.733,1.4621772,0.89417516,2.0941484,0.43171138,6021,3.47,1.0826605,0.42457275
3333,Kepler-1605 b,1.08,521.3751,1.0886621,0,546.23,2.6853444,1.2654149,3.0275069,0.36855763,5280,4.68,1.0973937,1.0161053
3334,Kepler-1617 b,1.2,728.63566,1.2483322,0,898.31,2.1928049,1.085313,2.5339232,0.31070689,6167,3.02,1.2986111,1.0821759
3335,KMT-2020-BLG-0414L b,0.997,,0.98126891,,800,,,,,,,0.96578602,0.9686921
3336,KMT-2020-BLG-0414L c,12.2,,20.029809,,800,,,,,,,32.884691,2.6954665
3337,Kepler-152 c,2.39,326.68163,1.6235711,0,441.09,0.34276779,0.45661078,1.1001868,0.56420082,5088,2,1.1029219,0.46147358
3338,Kepler-1527 b,4.77,424.38326,2.0680255,0,1842.13,3.0338912,1.27219,2.9669179,0.2858273,6224,2.82,0.89658901,0.18796415
3339,Kepler-1538 b,2.82,310.71545,1.7207536,0,1125.3,0.82224265,0.67808677,1.5950968,0.57013031,5837,4.37,1.0499975,0.37233953
3340,Kepler-1629 b,0.77,1070.8505,0.70342391,0,336.09,0.73451387,0.64325468,1.5155687,0.29142499,5776,4.27,0.64260415,0.83455084
3341,Kepler-163 b,1.05,842.46605,1.0510765,0,689.814,0.7277798,0.6402992,1.5086053,0.30440374,5776,4.27,1.0521542,1.0020516
3342,Kepler-252 c,2.15,572.8682,1.565619,0,379.424,0.16368165,0.32647823,0.81790653,0.29699547,4208,13.9,1.1400757,0.53026778
3343,Kepler-1619 b,0.76,765.68817,0.69110895,0,734.85,2.1183611,1.087404,2.5569784,0.30330498,5852,4.27,0.6284626,0.82692448
3344,Kepler-1642 c,2.66,774.88073,1.6858545,0,413.873,0.39355008,0.48246362,1.151307,0.23840294,5355,4.47,1.0684606,0.40167693
3345,Kepler-170 b,3.2,872.57892,5.0806004,0,738.657,0.88104887,0.70859614,1.67397,0.2107796,5679,1.8,8.0664062,2.520752
3346,Kepler-171 c,2.56,777.56494,1.6630168,0,863.855,0.83368118,0.69079413,1.6336435,0.24270718,5642,3.47,1.0803223,0.42200089
3347,Kepler-1545 b,2.7,294.42212,1.6942167,0,729.964,0.52844525,0.56369831,1.352475,0.61890991,5201,4.47,1.0631001,0.39374079
3348,Kepler-1552 b,2.47,291.84453,1.6420585,0,769.096,0.62950618,0.61521102,1.476015,0.64650474,5202,3.31,1.0916422,0.44196041
3349,Kepler-1557 b,1.53,1232.3999,1.3909136,0,1380.16,1.3152248,0.84402354,1.9733368,0.28006638,6099,3.31,1.2644709,0.82645159
3350,Kepler-1558 b,0.68,944.045,0.59901881,0,325.737,0.33113112,0.44850222,1.0801122,0.2875055,5101,4.9,0.52768166,0.77600244
3351,Kepler-1568 b,1.3,763.30638,1.3126602,0,916.313,1.8113401,0.99918322,2.3435743,0.30408297,5956,4.57,1.3254438,1.0195721
3352,Kepler-157 b,1.32,1604.245,1.3200092,0,773.713,1.2331048,0.83355672,1.9640428,0.28708872,5774,4.07,1.3200184,1.0000139
3353,Gaia-2 b,14.818,1218.1234,4.1861288,,209.229,1.1402498,0.80415469,1.8975408,0.063119882,5720,,1.1825938,0.079807921
3354,Kepler-531 b,2.78,450.44628,1.7122075,0,252.762,0.28054336,0.41693581,1.0124351,0.33479135,4893,7.76,1.054552,0.37933527
3355,Kepler-54 c,1.23,423.52149,4.0121766,0,271.701,0.050003453,0.18237202,0.46845565,0.45170022,3705,13.8,13.087448,10.640202
3356,Kepler-55 e,1.55,749.42658,1.3958464,0,578.796,0.17258379,0.33218182,0.82057994,0.29483402,4503,2.34,1.2570239,0.81098318
3357,Kepler-550 b,4.42,747.20438,2.012405,0,531.944,0.4130475,0.49516279,1.1829454,0.17977166,5322,4.68,0.91623841,0.20729376
3358,Kepler-556 b,2.24,794.40742,1.5881818,0,674.598,0.89536477,0.71173875,1.6785493,0.25667729,5740,4.17,1.1260364,0.5026948
3359,Kepler-558 b,2.37,486.93029,1.6187196,0,661.876,0.4130475,0.49729251,1.1913798,0.32697042,5242,4.47,1.1055921,0.46649454
3360,Kepler-508 b,1.64,716.51214,1.4249519,0,324.618,1.9453601,1.0311374,2.414696,0.29400624,6025,3.55,1.2381023,0.75494044
3361,Kepler-502 b,4.77,1346.396,2.0680255,0,1591.04,2.2335722,1.0981607,2.5661151,0.1568535,6125,3.09,0.89658901,0.18796415
3362,Kepler-339 c,1.15,809.88837,2.5194893,0,616.637,0.48640721,0.52799505,1.2490424,0.30484878,5631,4.37,5.5198488,4.7998685
3363,Kepler-341 c,1.7,968.95747,1.4409964,0,1047.03,1.3396767,0.8563696,2.0060146,0.27602227,6012,3.6,1.2214533,0.71850193
3364,Kepler-51 c,9,378.8164,0.66666667,0.014,783.831,0.72110748,0.62806147,1.4710122,0.26643203,6018,0.3,0.049382716,0.0054869684
3365,Kepler-51 d,9.7,329.03272,0.88515827,0.008,783.831,0.72110748,0.62806147,1.4710122,0.33543158,6018,0.3,0.080773727,0.0083271884
3366,Kepler-515 b,1.46,583.02159,1.3674293,0,255,0.48752849,0.53880246,1.2884978,0.32945863,5293,3.39,1.2807281,0.87721102
3367,Kepler-977 b,2.62,481.21838,1.6771932,0,568.751,0.33419504,0.4455671,1.0647186,0.31800672,5315,4.57,1.0736554,0.40979213
3368,Kepler-541 b,3.36,1553.8915,1.8257419,0,1060.68,5.6885293,1.7481611,4.0815825,0.19684879,6166,3.09,0.99206349,0.29525699
3369,Kepler-359 b,3.53,571.00473,1.8590564,0,1443.21,0.79983426,0.6522607,1.520468,0.23668047,6248,3.02,0.97906251,0.27735482
3370,Kepler-517 b,2.67,468.13969,1.6882498,0,289.907,0.95719407,0.73810011,1.7431288,0.32523724,5690,6.31,1.0674859,0.39980744
3371,Kepler-528 b,2.08,743.26591,1.5473302,0,784.23,1.4387986,0.89861218,2.115487,0.26881796,5807,5.5,1.1510725,0.55340023
3372,Kepler-980 b,2.67,934.36525,1.6882498,0,961.468,1.8281002,1.0050806,2.3585804,0.23019341,5935,3.55,1.0674859,0.39980744
3373,Kepler-560 b,1.72,315.63076,1.4487364,0.17,109.308,0.019186687,0.11321123,0.29297066,0.65293369,3556,4.07,1.2202542,0.70945011
3374,Kepler-52 b,2.1,568.89222,8.0178373,0,321.542,0.10092529,0.25723085,0.64865242,0.30097127,4075,3.55,30.612245,14.577259
3375,Kepler-586 b,2.79,1291.0282,1.7143711,0,693.766,0.7227698,0.64573211,1.5301006,0.21993015,5575,4.17,1.0534294,0.37757327
3376,Kepler-592 b,2.39,1422.1796,1.6235711,0,1153.13,1.5310875,0.9210485,2.1625306,0.23710583,5913,3.89,1.1029219,0.46147358
3377,Kepler-691 b,2.09,471.76679,1.5498109,0,279.115,0.049545019,0.1815055,0.46599676,0.3536337,3715,3.98,1.1492411,0.54987612
3378,Kepler-382 c,1.59,889.63906,1.4075269,0,935.446,1.3995873,0.89726196,2.1245276,0.28398338,5600,11.3,1.245995,0.78364466
3379,Kepler-386 c,1.58,513.37399,1.4052343,0,882.462,0.39627803,0.48872527,1.1735835,0.35387198,5178,9.9,1.2497997,0.79101248
3380,TOI-1246 c,2.51,859.87395,1.8724252,,169.422,0.4830588,0.54033983,1.2988275,0.24015502,5151,,1.3968032,0.55649531
3381,TOI-1278 b,12.218,411.37067,21.937249,0.013,75.5759,0.061376201,0.20173546,0.51576239,0.20210776,3799,,39.388024,3.2237702
3382,HD 260655 c,1.533,510.22227,1.4197379,0.038,10.0055,0.036307805,0.15515001,0.39658132,0.35806316,3803,5,1.3148438,0.85769329
3383,HD 63935 c,2.9,627.49597,1.9564218,0,48.9739,0.79799469,0.68011682,1.6135911,0.24688399,5534,6.8,1.3198573,0.45512321
3384,K2-87 b,7.6,785.30033,2.4306161,,491.242,0.79799469,0.67164321,1.5836877,0.12089798,5747,,0.77735457,0.1022835
3385,OGLE-2018-BLG-0799L b,10.9,,2.7534031,,4050,,,,,,,0.69552554,0.063809683
3386,HD 213885 c,4.71,1157.9324,2.058074,0,48.0883,1.3772095,0.87008651,2.0397316,0.15951426,5978,3.8,0.89929274,0.19093264
3387,LHS 475 b,0.991,553.88006,0.97444647,,12.4814,0.0089536477,0.077568762,0.20326792,0.35345302,3300,,0.95816944,0.96687128
3388,TOI-2000 c,8.14,889.70208,3.1680996,0.063,175.713,1.1481536,0.81215641,1.9223901,0.11011316,5611,5.3,1.2330289,0.15147775
3389,HD 23472 c,1.87,438.05329,1.3503812,0.063,39.0341,0.23713737,0.3867516,0.94758233,0.39817646,4684,,0.97514942,0.52147028
3390,TOI-2525 b,8.676,507.78157,1.7541885,0.17,395.398,0.36307805,0.46975681,1.1315149,0.16049293,5096,3.99,0.35467696,0.040880239
3391,TOI-332 b,3.2,1778.8984,4.2278836,0,222.852,0.60117374,0.59965963,1.4361618,0.20228587,5251,5,5.5859375,1.7456055
3392,Kepler-629 b,1.38,811.16595,1.3405601,0,372.05,0.52119471,0.55247488,1.3144913,0.29738625,5444,1.91,1.3022474,0.94365756
3393,Kepler-566 b,2.15,533.53938,1.565619,0,564.277,0.29922646,0.42568347,1.0239547,0.31245259,5132,4.57,1.1400757,0.53026778
3394,Kepler-546 b,7,1328.917,2.3634116,0,1019.65,1.8663797,1.0135702,2.3767061,0.11764135,5967,3.31,0.79795918,0.11399417
3395,Kepler-547 b,4,768.48556,1.9429359,0,378.972,0.27861212,0.41669881,1.0146145,0.18979974,4828,2.88,0.94375,0.2359375
3396,Kepler-55 f,1.59,576.90885,1.4075269,0,578.796,0.17258379,0.33218182,0.82057994,0.32518088,4503,2.34,1.245995,0.78364466
3397,Kepler-415 b,1.21,776.50617,9.9544417,0,530.487,0.15667511,0.31798284,0.79072692,0.30582696,4362,4.9,81.893313,67.680424
3398,Kepler-594 b,2.18,690.77366,1.5724112,0,769.2,0.64120958,0.61136879,1.4527074,0.26980328,5485,4.27,1.1341638,0.52025862
3399,Kepler-60 b,1.71,1174.8577,1.565341,0,1025.1,2.3388372,1.1389216,2.6745954,0.27204474,5905,5,1.4329195,0.83796464
3400,Kepler-433 b,16.25,1620.985,7.4265221,0.119,1878.31,7.5857758,1.9952629,4.6418,0.056827816,6360,2.67,3.394045,0.20886431
3401,Kepler-437 b,2.14,306.12064,1.5618106,0.02,304,0.17298164,0.33199563,0.81830928,0.64247814,4551,2.9,1.1398375,0.53263436
3402,Kepler-440 b,1.86,272.55401,1.4883057,0.34,301.03,0.079067863,0.22735032,0.57163648,0.75260263,4134,1.3,1.1908891,0.64026297
3403,Kepler-442 b,1.34,232.91347,1.3270999,0.04,365.965,0.11694994,0.27437976,0.681005,0.83824202,4402,2.9,1.3143239,0.98083873
3404,Kepler-632 b,2.21,495.95701,1.5804232,0,349,0.510505,0.55048818,1.3151179,0.32965113,5322,3.02,1.130198,0.51140181
3405,Kepler-610 c,3.3,319.69694,1.8174241,0,845.824,0.77624712,0.65461994,1.5358765,0.51675428,5943,3.55,1.0009183,0.30330857
3406,Kepler-613 b,2.29,702.33507,1.5996725,0,861.494,0.87700082,0.70511807,1.6637094,0.26282711,5723,4.27,1.1174463,0.4879678
3407,Kepler-614 b,2.39,624.9057,1.6235711,0,527.995,0.38194427,0.47754224,1.1430045,0.27078052,5268,4.79,1.1029219,0.46147358
3408,Kepler-544 b,2.12,876.52434,1.5570897,0,963.18,3.3806484,1.3443921,3.1363907,0.25813453,6206,2.63,1.1436454,0.53945539
3409,Kepler-570 b,2.45,963.65486,1.6375691,0,568.148,0.50582466,0.5426636,1.2890054,0.23930961,5496,5.01,1.0945439,0.44675263
3410,Kepler-561 c,2.68,943.13174,1.6895199,0,621.378,0.66069345,0.61481753,1.4538001,0.22949783,5646,4.27,1.0651036,0.39742671
3411,Kepler-568 b,2.26,420.4259,1.5922934,0,130.645,0.046773514,0.17620305,0.4511852,0.39555291,3768,5.89,1.1218576,0.49639718
3412,Kepler-645 b,2.1,1491.9411,1.5522641,0,1173.57,2.82488,1.2316173,2.8753327,0.25082831,6170,2.95,1.1473923,0.54637728
3413,Kepler-597 b,2.37,769.16188,1.6187196,0,663.418,0.92682982,0.72660059,1.7163093,0.25224477,5683,4.27,1.1055921,0.46649454
3414,Kepler-601 b,1.9,841.40618,1.4991226,0,414.825,0.37325016,0.47475219,1.1407903,0.27086898,5160,4.07,1.1828255,0.62253973
3415,Kepler-659 b,2.5,542.35852,1.6492423,0,722.64,0.29785164,0.43004886,1.0452751,0.29054674,4870,3.24,1.088,0.4352
3416,Kepler-666 b,2.4,1215.0666,1.6266018,0,1508.71,1.5205475,0.91932466,2.1598573,0.23781496,5887,3.8,1.1024306,0.45934606
3417,Kepler-667 b,4.73,733.87433,2.0614246,0,2302.45,3.6057864,1.4626143,3.4935885,0.17316078,5327,4.68,0.89840834,0.18993834
3418,Kepler-60 c,1.9,1090.2007,1.4234872,0,1025.1,2.3388372,1.1389216,2.6745954,0.2636372,5905,5,1.066482,0.56130631
3419,Kepler-600 b,2.9,534.75407,1.7370208,0,619.723,0.45814189,0.5227045,1.2506152,0.27507309,5279,4.57,1.0404281,0.3587683
3420,Kepler-609 b,3.35,1012.6457,1.8284648,0,1065.82,1.1614486,0.79937007,1.8742566,0.20126442,5971,3.72,0.9979951,0.29790898
3421,Kepler-467 b,2.25,755.0508,1.5902481,0,466.265,2.1037784,1.0864754,2.557616,0.25925054,5809,8.13,1.1239506,0.49953361
3422,Kepler-578 b,2,1286.4973,1.5264338,0,541.432,0.46025657,0.52235297,1.2473881,0.25670306,5334,4.68,1.165,0.5825
3423,Kepler-579 b,2,728.82083,1.5264338,0,530.765,0.48865236,0.52905655,1.2513716,0.27434381,5636,4.07,1.165,0.5825
3424,Kepler-580 b,2.57,581.95494,1.6656287,0,323.899,0.12705741,0.28691119,0.715652,0.27310205,4298,3.47,1.0795016,0.42003953
3425,Kepler-630 b,3.18,400.46107,1.7909626,0,839.784,2.004472,1.0592424,2.4922187,0.37215689,5829,4.47,1.0086626,0.31718951
3426,Kepler-638 b,1.83,1376.3889,1.4802894,0,991.214,3.4040819,1.4168295,3.3779184,0.26469928,5382,11.75,1.1974081,0.65432137
3427,Kepler-662 b,2.18,553.09328,1.5724112,0,815.637,0.44055486,0.52238489,1.2682849,0.30255344,4897,3.63,1.1341638,0.52025862
3428,Kepler-665 b,2.6,533.80024,1.6721704,0,612.838,0.25409727,0.39643732,0.96186599,0.28935891,4913,4.68,1.0754438,0.41363223
3429,Kepler-644 b,3.15,1775.8519,1.7906282,0,1318.05,5.1286138,1.6047653,3.7128834,0.20416503,6747,1.62,1.0178886,0.32313925
3430,Kepler-677 b,5.38,1231.8627,2.1556531,0,1954.08,2.4547089,1.1796736,2.7834118,0.1444236,5723,4.57,0.86372493,0.16054367
3431,Kepler-588 b,2.63,1258.485,1.6785382,0,1209.4,1.6106456,0.94915647,2.2328615,0.22703807,5835,4.07,1.0712892,0.40733428
3432,Kepler-687 b,3.52,504.75188,1.8616952,0,633.66,0.27101916,0.41074786,0.99957608,0.26447906,4841,5.5,0.98463326,0.27972536
3433,Kepler-688 b,9.76,1171.442,2.653099,0,1357.75,0.94623716,0.73277243,1.7293409,0.090632996,5715,4.27,0.7212023,0.073893678
3434,Kepler-504 b,1.59,404.32766,1.4075269,0,99.0688,0.026485001,0.13307534,0.34500725,0.46077378,3519,4.17,1.245995,0.78364466
3435,Kepler-312 b,1.29,2041.3565,1.3088844,0,797.72,3.9627803,1.463628,3.4208285,0.28758598,6115,1.48,1.3280452,1.0294924
3436,Kepler-315 b,3.77,402.70469,1.9062928,0,1160.63,1.0092529,0.75311322,1.7734679,0.34374562,5796,4.9,0.96391306,0.25567986
3437,Kepler-316 b,1.06,904.51928,1.0639904,0,384.938,0.11587774,0.27472696,0.68839149,0.30143092,4204,3.31,1.0679957,1.0075431
3438,Kepler-320 c,1.37,838.40824,1.3372813,0,826.613,2.3659197,1.1093564,2.5776357,0.2961336,6435,2.14,1.3053439,0.95280578
3439,LSPM J2116+0234 b,3.71,322.98358,1.8933847,0.183,17.6297,0.019998619,0.11570033,0.30061361,0.48254277,3475,2,0.96628185,0.26045333
3440,Kepler-399 b,0.96,623.99498,0.93541435,0,740.537,0.38194427,0.47139145,1.1194994,0.3309576,5502,3.98,0.91145833,0.94943576
3441,Kepler-402 b,1.22,1267.8405,1.2739509,0,625.339,1.5958791,0.93023584,2.1753176,0.29171951,6090,1.4,1.3302876,1.0903996
3442,Kepler-402 d,1.38,970.7113,1.3405601,0,625.339,1.5958791,0.93023584,2.1753176,0.29052842,6090,1.4,1.3022474,0.94365756
